Landmarkcoord1_,Landmarkcoord2_,Landmarkcoord3_
5.81072,44.4029,38.6206
-5.12207,44.0446,-39.8382
10.2271,-2.66175,-69.9562
-11.1449,-13.736,-15.0362
21.4088,62.033,34.7461
-25.3681,-15.5227,-4.75011
-30.1475,-8.75803,18.1837
8.17808,-35.2089,57.0472
12.6165,15.8919,-5.54047
2.45959,51.7437,76.9531
19.5129,-31.9066,17.5674
5.67263,-28.6552,14.5614
-47.9744,7.29428,48.3074
33.8302,1.62103,-3.41737
-67.3818,14.0178,-69.8193
-17.0406,-15.635,-0.551378
8.03724,13.1547,14.1632
-43.0426,34.1536,48.9047
52.1433,30.8798,63.1114
-18.8062,27.1139,23.1953
82.9011,22.0306,-17.1886
4.03402,6.81829,3.51948
62.3254,-0.125428,72.1617
0.746847,2.97598,-0.875946
18.5507,21.7675,-13.0726
-11.7144,30.34,7.92498
3.02396,-0.718771,-2.81082
-11.1442,14.0519,-4.85237
-19.2221,-7.45407,-21.5722
15.0793,-26.804,-41.4524
-60.8593,14.4076,19.9297
49.9274,8.16969,17.6428
-31.5068,-61.4116,4.24393
10.6849,-8.87141,-1.69662
7.92397,-17.7088,9.83391
-4.6222,46.992,38.8315
68.6386,29.5092,4.51259
56.8023,-53.1054,-15.6516
35.2823,38.3648,-15.3493
-4.98544,-24.2698,-27.0336
0.379617,-0.379,-0.378254
6.79446,49.8391,-22.1798
38.3659,17.2277,45.1892
14.7412,-11.0671,18.3903
56.4859,-64.3757,19.473
4.00789,2.96178,0.489759
-3.81872,-1.50119,22.1242
45.5689,-45.4354,-15.6647
77.9144,58.0144,17.9354
75.3081,27.5008,-43.3956
-10.7629,-5.84009,-15.5484
8.77877,-15.2429,-8.45133
-0.874755,-8.12659,-10.3858
-36.2561,-6.17114,88.4356
29.0507,14.9519,-11.2674
-21.2696,4.43855,52.4192
-19.0152,1.56235,-18.1133
-68.4689,-33.9358,-28.6104
27.2903,-32.2657,39.7179
30.7193,30.2032,-14.7616
-7.01349,18.7401,13.1049
67.5556,-2.89933,65.6045
-73.1286,8.85659,16.545
-64.189,-45.6905,59.5295
-55.583,-40.4354,30.2064
-48.4871,42.1203,-27.4753
-11.5707,-2.82874,6.32814
-50.8796,-35.9016,-20.3684
1.83392,-15.547,0.349344
56.4169,28.8575,45.053
-33.2467,-55.3802,15.8104
-11.8629,56.8406,-54.6417
-0.347977,-50.0029,-44.5253
-73.3728,39.8532,38.7532
-58.3578,0.794013,42.2976
-2.33531,-17.5422,17.7918
23.2439,28.3423,56.3521
2.20386,2.74993,0.507092
-53.3733,-68.7373,0.338132
-43.5603,57.1922,7.95511
4.61976,9.43033,13.8067
-27.4767,4.81208,-14.8061
24.1588,-22.1638,-8.44545
57.3141,-5.98913,-69.039
-18.2377,46.8369,55.304
7.20534,-1.55546,-6.8193
0.141171,-4.93672,-5.10635
39.8764,60.4063,21.7484
-16.4973,7.13143,-30.3809
-34.3249,39.4163,10.2327
67.2563,64.2074,-30.5764
10.0913,-21.3087,-23.1913
-18.9521,21.8133,-64.6854
2.15102,-2.94448,2.88326
-35.8793,-36.1677,-15.069
-2.77258,7.75038,8.17444
13.2151,-62.538,-56.0917
-6.43926,-38.3311,21.6635
17.7691,3.25099,3.08023
-46.5575,31.6143,31.7251
-31.3598,9.21085,-16.5714
47.5157,20.886,10.9582
-12.9814,-20.5241,27.2486
-36.1334,-1.22969,45.8125
89.3708,12.5252,37.0736
1.42754,-22.5905,-19.3343
8.8846,4.63143,3.8693
-12.4429,22.9973,-21.5929
-27.5686,-20.7648,60.6696
6.1556,-3.97954,3.36532
18.1311,53.8404,5.66505
-36.9299,37.6647,77.3394
-31.11,-36.2855,13.8347
-35.2174,-57.2601,-11.7255
-18.6034,-5.53121,-17.2311
55.2155,-21.823,-41.2255
-9.53499,-15.9003,-3.96154
-26.9713,-68.5345,47.3979
20.5145,83.3177,-20.8955
41.0108,5.78829,-45.5619
-1.26813,26.4769,15.728
-27.144,84.1903,12.8115
2.90828,6.05556,-16.857
-8.43305,-7.08914,19.4741
23.2222,-14.7277,-16.0804
43.6352,24.5245,-7.73543
-4.23935,-2.67115,8.05259
-7.29474,-2.00257,-2.00554
80.6292,30.7219,35.7702
-54.3192,11.3555,-2.52784
38.1718,-83.0823,33.211
-6.82438,55.9273,-46.395
-20.7683,17.1626,14.5667
9.52493,-11.0478,0.813559
-32.0222,-24.1713,3.80843
15.2412,24.782,-27.0759
-11.539,15.0632,-18.0133
17.1783,31.7859,42.0712
-4.73861,4.4116,-4.94517
-60.4217,-60.3732,17.086
72.9119,-29.0281,55.8473
-27.2375,-73.4597,56.0272
33.4278,13.0362,28.8371
9.39473,8.15358,-6.67873
35.7583,42.52,-26.6808
-3.15504,-30.6804,-71.7863
42.3197,-21.5383,-7.01534
-7.13727,5.12395,1.67682
-34.2647,-37.6826,-18.2405
-6.50589,3.75542,-61.564
26.1247,-35.1397,-26.8268
-7.06189,-25.4937,5.18865
16.0758,35.0637,-14.3469
18.874,-5.31547,-7.05414
5.73352,16.0067,40.0666
-11.792,-4.76916,-18.1093
-18.6499,15.7135,8.56107
12.4156,42.0121,55.5761
-39.5582,-0.839027,-3.86814
29.773,0.723225,21.5068
23.6193,-22.2994,15.3442
56.5725,0.756542,40.8782
-1.33759,60.2192,-35.126
45.2138,62.8537,24.6931
-19.2663,-3.85933,-22.6862
5.05791,-4.89876,10.5208
-15.2019,30.4878,-54.3136
5.27682,20.07,11.1362
71.5009,-31.0779,-15.2348
61.5621,0.307983,-77.62
-3.39315,-19.8958,-8.82511
-46.384,-50.0412,48.0843
0.647298,2.32838,-0.0581527
52.4774,2.35861,33.9234
-58.0129,44.7456,53.3134
7.12344,-1.30744,4.96034
35.413,-3.06269,-9.20369
-4.44199,-1.41018,-0.11915
-21.0421,-26.3152,13.2833
26.473,29.2699,-72.7652
57.8721,-64.0808,13.0332
45.0267,-35.6104,66.4064
1.25543,1.22145,2.54514
-4.94719,19.8162,4.97667
-1.71905,-4.7264,-1.18634
-27.4911,14.2914,25.1101
14.3529,32.9359,-15.3991
50.2515,57.8059,3.62473
0.692798,23.0155,-64.8079
-72.0664,51.8733,-25.9573
20.1924,-42.4457,-7.40151
-6.20288,3.62285,-11.406
-6.55517,-32.939,32.5429
26.9792,-12.9942,-29.4533
-26.5982,-29.554,-65.8728
-15.0153,-34.9368,51.5346
2.15503,43.2188,-38.2774
-43.2921,21.5603,9.02026
23.1976,-10.6074,8.75859
-24.6996,27.7796,11.6833
-6.78083,39.5162,-7.44307
47.8078,51.8138,3.74813
-37.2019,24.7546,-0.663095
-26.021,-25.6653,-4.33494
7.91571,10.4343,7.26422
-85.7436,-17.8684,-22.8825
-34.5339,-45.0581,-36.8109
53.558,-12.226,24.9476
-0.46763,66.0987,-63.545
42.0303,52.015,-29.4679
52.2836,38.5413,-26.2605
-19.7408,10.796,13.7458
-27.2589,-4.53942,-52.7364
77.9928,-7.89974,47.7875
-44.5872,26.8906,11.6907
44.276,-17.7302,32.1303
-8.39855,-10.0949,12.3145
27.5279,-28.1572,3.76852
38.8161,32.6391,18.7167
12.9543,38.2879,-59.3803
-91.0565,-24.7247,2.44123
-50.563,-47.997,-35.9884
15.6067,26.7382,-15.3846
-10.3909,-7.94536,-9.35537
0.101126,-0.0935373,-1.10816
44.7304,14.1133,-41.0249
-0.455385,-8.82494,10.4135
76.1573,-51.1497,14.9256
-9.32236,25.1356,-24.9118
-39.7582,-73.16,-6.81943
-2.41019,1.77335,-0.655384
-24.6728,70.942,-21.5242
-31.7596,-84.1774,-21.934
-47.0959,17.9989,43.3254
31.3601,50.2917,41.1107
-56.4861,-10.6803,-30.4179
-34.0409,-53.9032,17.1633
31.013,-45.2901,-20.8401
13.6791,-5.24,-1.36311
0.762012,0.153476,-0.371021
-29.4824,26.4009,-22.4233
2.96371,2.96828,50.6923
-73.7629,17.3432,28.6671
-1.07914,2.42925,2.55338
-13.255,47.0516,-42.3601
-5.88343,-4.24759,-1.30579
15.4287,-3.72816,27.2429
-10.0985,43.596,-10.5201
-34.1012,42.761,35.1333
-5.56677,-26.8558,-25.0378
0.066281,21.3212,8.29553
4.1155,9.03067,-28.6962
-33.12,-21.7865,51.1283
3.63362,-6.10807,-1.99411
7.28324,3.35993,-5.78515
17.1165,-12.9178,20.4072
-0.45508,-36.8873,-16.5208
-13.9187,32.5012,1.3862
-20.9007,22.4096,-15.1831
43.3664,7.38201,49.9732
-30.6115,-63.2218,16.9534
3.8733,-33.0218,-19.154
17.814,-26.8273,14.6674
-17.8126,29.5384,30.1777
-22.6414,-25.9697,-16.6114
-19.8368,6.03752,-7.0426
72.1024,39.4884,50.1198
-42.7943,48.0345,-2.97509
-9.9103,-9.27613,11.7813
27.3333,22.5243,-8.5514
32.947,27.6886,8.19661
-1.35316,1.17293,0.918281
-30.139,-16.6602,-50.2682
5.10562,-58.9075,-67.1763
11.5861,-10.5382,12.9559
42.3351,34.6673,28.4223
-16.6429,1.26836,14.4708
30.604,6.23698,3.75579
14.047,-1.20917,4.1866
73.0973,44.1907,23.551
38.832,12.312,-13.4438
-94.6993,5.41868,-28.1914
-64.2159,-1.21593,45.1721
-30.9726,13.8941,39.1123
-1.54611,-2.14458,2.42389
-16.9533,-59.4195,-9.1063
49.2747,0.190592,36.3023
-78.7783,-54.2067,3.54952
39.3736,-37.8945,-31.962
8.34579,1.76714,-3.76755
-1.65589,-0.434452,2.24017
20.8162,14.2279,-25.5912
-9.77876,57.1532,-73.9236
2.10692,-0.24315,-4.84507
25.7111,-27.9215,48.9219
32.5998,30.4836,-20.3636
-17.4194,9.51784,3.10455
21.6829,-17.338,11.8755
39.9905,-47.2337,50.8392
16.1458,-9.38753,-17.2167
-8.96915,14.352,42.2844
-2.4692,-8.2924,9.15698
42.1518,-19.1619,-49.0143
-29.7204,73.87,-2.12862
27.4192,-31.6192,-10.9182
23.1386,23.6173,-29.6411
23.6396,20.6156,-22.3771
6.51773,37.719,-10.1735
-20.0173,-56.0324,73.908
21.7663,2.85257,-12.8777
-2.58652,-5.04765,3.03444
-0.199763,0.119136,-0.198093
25.6573,-28.4552,-34.384
51.2914,-20.9934,-15.9455
36.9673,7.11272,-40.5591
15.0502,9.4732,24.1341
-17.2432,33.2755,-10.8196
72.8246,-11.5088,40.0361
0.699349,-0.46816,0.716026
-30.9581,32.4106,28.9294
5.85091,23.295,41.5652
3.25908,30.4855,28.9299
18.1204,-19.5071,17.6757
10.9591,66.9012,2.79713
9.68555,-27.4692,-26.5105
-11.1798,21.2899,-9.3719
-44.9408,-3.00312,2.61433
-16.0817,-34.8152,-36.7153
37.899,-24.4542,-45.1989
0.00379073,-0.326722,-0.332591
-35.6282,-50.5126,-52.105
14.4962,9.10053,-7.92729
7.05827,-32.5509,-73.8691
-19.9996,20.1702,-6.75114
-4.23391,1.09541,-3.12796
-25.0305,25.7321,38.1153
26.2016,-43.7139,49.6539
32.4305,26.0101,-22.977
33.447,7.71643,-21.9643
56.8681,19.7209,24.4395
65.1344,25.7172,52.2642
-86.3779,-6.77121,5.74017
-4.9673,-27.1058,-4.34278
-61.3788,8.16739,-40.3902
3.41959,38.491,-28.9298
-52.3789,-8.85337,47.1973
37.3576,70.6129,-53.1567
36.0502,22.6526,-19.6684
-33.8146,25.3452,13.9306
-7.80457,-8.03182,-6.14506
-8.36519,6.98688,-62.0166
-26.4404,49.2193,5.31626
40.4987,-35.8192,-46.5758
-35.349,49.6308,-34.6393
35.4469,9.63867,53.688
-2.64984,-0.0999474,9.70605
-0.0208927,-0.292202,0.0681229
18.7209,34.7171,-51.511
-67.4265,7.48799,-15.3025
-53.1504,-22.927,-52.4199
12.5442,-9.48415,3.96394
-31.095,-7.50319,26.3083
28.5085,-39.6395,-4.33534
-6.57148,-81.9316,-3.666
28.0667,48.4899,-56.0346
19.5937,-5.13913,-36.051
-15.9971,-83.4124,33.5593
2.95828,-18.0135,3.32248
12.2166,14.1375,2.89163
-53.1589,3.37125,0.875724
-63.742,-36.7768,-47.4876
-0.904957,1.57801,-0.91724
48.2455,-50.2502,-2.5217
15.713,-4.24736,5.28994
-36.6979,6.59091,29.2442
-2.95726,-8.37197,-1.37154
17.774,-13.5392,-0.68255
37.0693,22.549,-20.1872
14.9237,-53.5504,26.587
8.21175,-4.59852,-0.96756
6.60522,-8.36107,12.3907
-2.54679,17.0027,-13.4471
-32.837,13.1799,-6.10942
-35.5284,59.1245,3.3884
40.7067,46.7517,4.80134
-3.57626,-17.4298,-20.0354
-39.2682,2.22492,-71.6314
10.7284,16.92,13.3486
-33.5592,-6.50638,-12.5213
-19.2887,22.7644,-92.1364
30.4873,-0.255575,16.0162
-18.1791,-6.63615,17.7958
6.03623,3.63424,5.9423
7.71424,-10.8962,17.0444
17.0767,11.2111,45.534
-28.2288,-55.0486,52.456
22.4115,-67.2626,-58.3699
-45.5409,30.7377,11.5673
-49.4122,-67.7589,-20.6192
-15.8854,3.26318,0.609807
-50.7593,-34.6589,-39.2464
-21.8066,1.85857,-50.7998
7.88309,-54.6778,58.3439
44.4658,8.07125,-15.9323
-7.43204,16.0095,-63.0378
35.4631,-11.2926,-38.8706
3.11657,-4.52128,-3.30521
-50.958,34.9631,27.9445
2.30152,-41.6139,17.8936
-22.2726,6.30597,-8.06614
16.6922,4.29758,41.3534
55.357,-30.1893,42.8107
59.8447,33.7988,22.7872
24.3954,-64.3231,-70.2732
3.07935,-14.4196,11.7458
2.79312,83.3871,50.7231
-46.9517,69.5043,51.0512
-33.8768,37.7678,22.2442
-21.8016,-69.5955,38.6864
51.2617,-50.1857,-52.5877
13.8689,20.8608,29.9312
-1.54613,2.44918,-1.02086
38.059,14.89,-39.2342
-40.74,54.0612,45.2067
22.8936,-15.9685,-19.6395
-11.6302,-11.6781,7.6124
4.48445,-6.13359,-1.57661
8.80198,-37.0897,-65.1413
0.332296,-19.978,-18.2385
-45.1304,-44.0363,51.902
18.6407,11.2872,-0.043416
19.7053,22.0564,-26.7934
-19.4791,-11.2077,-9.38295
22.9396,65.32,-58.0552
-0.63722,1.42476,0.183435
-46.6443,54.9158,-42.2887
56.0143,-54.348,39.1168
-42.8137,55.8423,45.5135
38.7907,-68.1359,-31.5399
93.0971,-21.8256,19.5182
30.701,-25.436,-8.23055
25.8617,29.8068,26.6895
43.8533,-25.2766,22.172
30.015,-14.5034,30.0013
-76.1493,41.4267,-28.1398
9.17038,-21.9865,-21.9165
73.8829,6.47367,-54.3587
32.2486,-30.841,-17.3162
-9.66059,19.6848,-12.0229
38.4828,31.8241,47.4975
-1.79127,20.9392,-17.3406
-41.128,-49.939,32.0818
-22.0156,-1.64831,12.8829
59.3564,-51.8802,-15.5889
16.089,-27.7136,-16.9435
-9.21715,40.6447,69.0961
18.6884,22.9358,13.6324
15.2627,42.8796,72.9509
29.5942,49.0572,66.3795
-22.2019,-73.0759,-23.705
39.2075,6.82192,-63.3547
71.2451,-59.0437,-2.68428
-50.1279,-48.9708,26.4005
1.43863,40.1329,47.2248
-2.50294,0.14287,-1.29685
-2.3985,2.42727,3.72868
1.24917,21.5903,-23.6305
8.39365,-68.1196,68.526
-3.3237,-14.8745,-12.1367
5.62558,24.5824,-73.8048
24.3004,-19.5431,-17.9077
-35.6402,12.7732,-45.587
9.29567,8.49348,10.7039
3.86399,2.78979,-3.09237
7.87559,-18.5609,10.0693
18.1336,22.8312,-3.63469
-47.225,43.5104,-56.2213
-22.5518,28.6366,24.9538
5.38248,8.0014,-8.53202
1.73981,-11.346,-13.7469
5.54684,-18.7823,-7.42478
1.73684,-76.5739,-58.665
-3.67421,-72.9592,-27.5115
58.886,65.3378,-1.9577
-11.4638,-63.6708,-3.60675
-43.9207,-37.4164,-57.0018
35.6488,51.0314,-36.002
-9.81929,-11.3017,-12.4723
-39.5069,0.458961,21.2298
-18.3036,5.41785,24.7715
-42.4456,40.2544,-44.3431
-25.7824,-59.0427,28.8663
80.8854,0.198913,-54.1989
-4.80403,3.71887,-3.96671
30.0484,-36.1237,-6.15518
-35.8538,-45.2417,-31.9054
-0.158462,2.04849,2.26565
-40.6231,8.72465,-85.0855
-15.0392,-33.532,-17.3256
20.1253,-20.1567,39.947
-11.6146,-21.8462,-22.0641
-21.6572,43.2987,48.7061
-14.1592,61.502,77.2249
6.02758,3.61367,-6.27584
0.534676,-8.1715,-7.67056
-13.8991,-11.6667,6.78956
-6.67948,26.3517,-2.09731
19.8961,34.4735,-9.14346
-69.9009,-44.324,-40.5607
-67.4091,-35.0142,10.9297
39.0426,3.87004,37.4907
12.6262,14.5732,-21.2924
-50.2629,16.747,25.1173
11.4227,9.38639,-5.8941
-32.9666,26.007,44.7052
-72.7178,-7.19108,42.1799
23.1532,-43.2234,17.1322
50.1586,52.2435,-22.1176
2.04562,0.183983,4.55153
-17.1632,21.2012,50.24
-35.0911,46.2108,-39.8953
-1.0067,-1.85646,-0.948424
18.1077,15.5657,-17.382
21.8908,5.02459,1.4187
16.3256,-8.93881,11.7437
28.31,-37.5116,16.1569
53.57,49.7712,-41.8441
-6.76959,1.22215,20.5084
80.9265,-23.9618,-41.2389
9.81813,-40.8157,-28.2032
-7.92026,-3.44537,-5.97796
31.1232,12.7085,39.6176
-3.1585,6.82182,-7.13894
-10.6252,47.1105,5.29693
-10.0511,-24.8126,-30.6611
48.4435,49.8851,-4.97661
37.001,-42.9575,14.242
6.87582,-12.1763,-21.5435
-42.3848,-53.322,28.4478
22.5638,-21.7976,-5.67114
-0.0553612,-0.0585361,0.065115
4.56028,65.2628,65.2893
4.7638,-1.26743,3.89778
34.1356,6.34553,11.8633
29.5019,-24.5395,-8.80941
-65.4913,34.8484,64.9403
9.80177,-7.26924,0.336903
3.90651,67.7289,-64.6883
3.88856,1.56202,-7.36614
-17.0693,-25.0841,-9.85029
-48.5364,13.6368,12.8854
-7.4593,-8.65185,-10.1568
1.27059,0.359747,-1.43564
36.4789,-48.5576,-16.2056
49.6269,8.1346,47.5217
-9.15826,-11.2342,-6.98078
-2.25063,77.0522,56.304
8.44501,-56.4579,59.8689
70.5299,34.9422,53.5865
45.3923,35.5816,12.5632
52.9056,1.2269,-27.4266
-21.2289,24.9194,-11.2113
-7.00306,-19.5165,10.9456
2.56309,-5.42449,12.8654
32.2384,57.7102,-74.7727
3.75359,-28.6644,51.805
15.7538,45.3707,-76.3877
-7.68524,-28.2128,-36.6609
-85.4821,-32.2802,30.8512
51.7574,20.6448,65.4554
-10.1676,14.279,26.0348
-51.8794,-40.8239,55.007
-45.762,-32.4564,13.141
44.5506,-53.7853,34.0795
-3.31393,-0.0998456,47.7796
-59.9099,-1.82294,-13.1314
39.8134,-7.94758,0.443161
55.6882,-10.1887,-0.833718
18.3268,55.5886,-67.7493
-11.6495,44.2067,-39.5998
13.3891,-30.7807,-28.9139
-5.64393,12.5867,-4.38708
-0.0902886,-2.22431,-0.584054
-48.9748,-31.847,25.5914
-62.9921,-32.0014,-50.1461
4.64531,-0.64681,-1.49614
4.88376,72.8606,10.0998
-20.7859,14.8736,2.34225
-10.2213,-40.3209,54.409
-13.3627,45.2244,39.0323
-41.1982,-66.1173,10.7007
24.7689,44.7759,-69.9223
31.0355,-20.4647,41.5516
-28.4402,50.2381,28.5634
24.2236,5.0107,27.6983
6.86334,5.48668,-2.07296
-44.5776,-9.74536,58.5727
1.21598,-31.4353,-20.6173
37.4192,-34.2249,-35.4078
61.2827,-5.74134,23.6716
-25.6847,62.493,62.5522
41.9454,-35.9511,25.1154
-4.89586,9.98856,29.0694
-52.0387,10.8763,60.7058
-12.6708,-12.1153,7.59934
18.6679,-13.882,-1.15673
22.0262,5.88932,-2.69678
-0.504786,-17.6402,83.1436
51.0211,20.4474,-25.5112
-13.2537,9.4348,10.4988
-44.6498,-58.3138,-67.316
45.5951,51.046,29.1046
-9.0799,8.4276,-11.3196
15.3127,-11.8944,6.53648
2.19565,-0.994561,-0.733157
27.8181,-28.092,46.5364
-11.348,-8.59936,25.8422
-43.5105,-13.9161,40.3481
-22.3578,40.0997,-45.3191
-17.8292,51.0443,-39.3445
14.8037,-81.943,17.7747
36.1449,-39.198,6.97979
17.3235,-29.6818,54.493
16.8161,-24.7755,-9.28205
-30.1265,0.275299,-16.5936
-29.669,-5.87794,-25.3501
68.4338,16.0444,31.135
27.0299,27.8362,31.0874
-7.26292,-34.0565,6.83886
-1.76637,-16.3227,-0.86173
24.1615,-0.341204,5.25722
-25.0137,-32.1901,4.81098
1.22001,-2.75929,6.19807
34.3277,14.8393,2.24858
4.05474,-5.0414,-1.09465
27.4853,39.2004,-17.4518
51.556,-26.5356,-55.7493
76.5175,9.54164,-58.8647
-55.1622,59.8766,-33.3206
-25.7449,-11.5882,-9.04367
36.8264,11.6708,-26.6341
4.92264,-5.36786,8.52577
-6.15409,-16.5713,-8.9755
-58.7186,59.8581,49.6513
-29.769,22.7564,-5.2509
12.4727,1.70058,-11.2232
-9.79478,-56.5312,-14.0519
-4.99611,0.942664,-2.07729
49.1001,19.6635,26.3533
-17.7447,25.8282,12.5854
52.5986,64.671,49.4568
-38.0865,64.7104,22.3435
19.4118,40.0339,-6.75774
30.8813,8.67346,-31.6953
34.3735,-54.9689,45.8254
5.66576,-19.4806,-13.6064
-39.801,39.0619,-28.0346
-51.7247,29.0773,14.6341
17.2245,4.49405,28.0701
-18.278,-5.43389,26.0275
-1.68144,46.0362,-52.2169
3.84032,57.6347,-75.0648
26.8174,-40.3212,69.8158
-9.57039,-19.8356,-8.57107
-30.5913,22.2841,-4.31776
23.538,-38.3606,-29.7665
-18.7596,-0.863457,12.1902
-89.5764,29.2583,21.6603
-41.8778,-58.0862,57.0012
-30.301,15.3221,26.1392
-53.0334,-28.424,44.1874
63.351,7.50131,-56.3747
-7.17397,-24.6844,-4.461
5.38699,5.70085,-5.42607
6.46912,23.1508,-11.3503
9.19718,17.2944,1.98333
-6.79469,-4.09301,-4.63807
-16.4907,21.8202,-11.3538
5.05381,70.5237,14.9217
8.28551,4.45327,-7.69852
-9.11237,7.44162,4.78234
-18.0651,45.2662,42.6448
3.70631,9.06938,5.66618
2.17694,-0.231758,2.43569
-3.53092,-30.0146,-11.7827
-12.1364,-50.7227,-39.8051
-3.79963,-56.0138,12.2666
-43.7677,1.23877,24.9154
-37.2137,-31.7646,-25.0085
61.45,26.9052,34.9174
-40.3401,43.4124,26.3033
-16.9186,-18.3832,3.23048
24.7768,29.3022,11.8678
-5.86994,-46.3283,-62.2684
54.2543,11.4295,25.1913
30.9511,74.4733,-56.0343
-32.8751,-57.0566,-33.5144
-25.2726,3.94535,30.6345
41.9611,32.4276,4.51729
-9.26496,7.32957,13.3887
-18.4211,-17.6664,47.0007
-4.01719,37.922,48.3023
9.05817,-91.511,-37.7669
8.06417,-8.03676,0.718793
40.1563,67.5303,7.6053
-1.18387,-1.30123,-1.34069
-1.09932,34.211,-33.9044
37.3145,-20.6388,-40.5254
46.1727,-29.7514,23.0981
-24.2647,-20.1177,22.6663
-59.2207,-32.0291,0.00683849
0.52051,-0.453138,-0.383626
24.0778,-1.38583,-36.8994
47.5344,13.8183,-18.7838
-35.5488,-76.2496,-10.9408
13.6562,-21.4962,3.06388
-23.7517,-2.08884,20.1728
-0.785474,2.66864,8.55627
-40.3534,21.0358,23.9225
-29.9832,33.1862,19.8684
-38.3664,-41.4566,8.07106
-5.05493,55.0817,-6.70168
-25.571,-32.7253,26.3313
-7.15746,4.9584,-15.3391
-0.614296,4.31804,-3.10016
30.538,-65.5732,-0.326814
-0.518473,-30.0452,16.0579
5.9471,1.18701,-6.51813
-3.00538,5.36837,-4.16672
-11.1593,15.5523,43.4432
34.1866,-69.6953,55.2749
23.3943,-18.7844,-16.6929
55.5564,34.5035,60.3137
2.06626,0.767089,-2.17428
-19.5301,-31.484,29.7224
50.4713,-50.7863,-13.3576
53.6976,26.33,-28.7159
1.64576,-0.154377,0.935236
-10.5192,22.5289,7.8359
-7.21345,-27.4519,-2.93507
24.5161,-79.9957,-0.989974
-82.742,-13.2665,47.3435
-13.661,-25.1725,-15.1912
-6.41114,13.9548,5.41711
9.23783,-32.4948,27.3328
-32.6297,-21.5398,61.6112
0.622652,0.642073,-0.768611
4.33186,-9.2219,-0.927865
82.2769,2.81029,45.8419
-11.0925,21.5074,-63.6302
5.97121,7.3278,4.54687
-12.4582,28.3963,-19.2882
30.5853,11.4859,-81.3144
35.8841,-24.4023,46.0246
-1.07041,12.465,-89.9126
-69.0204,-19.5524,-40.0812
-27.1858,-15.9667,1.60721
-41.6126,8.40153,88.1082
-36.7717,23.7963,-2.98196
-4.94025,5.69063,1.30949
4.12273,-12.6149,4.22784
11.193,-9.67865,-0.587881
-17.4941,-18.6352,-16.9998
-59.1335,41.5778,-13.3572
1.6108,-17.7095,12.1083
59.1983,37.239,-8.63326
16.508,30.428,-8.66524
52.1884,-7.085,-5.06886
1.92595,1.63988,-1.48831
-46.0913,38.5665,-43.1852
28.4038,-67.1215,32.0756
-2.62788,-60.7047,-61.9579
71.0927,32.5765,-54.5018
-30.6922,32.5837,-11.3015
41.366,55.5562,21.7926
-8.37794,-2.73363,2.93644
-15.5915,-5.18169,14.4603
27.9171,25.5289,14.4783
0.423349,-12.5718,39.1543
-56.1473,-22.3763,31.0527
-31.6172,20.2434,5.51948
-30.8583,-5.54325,31.2615
21.0859,8.9064,-6.92932
-66.201,-33.1428,-4.86958
66.2823,40.2866,-33.8863
9.08973,-9.65689,-3.79844
-29.9559,15.5626,-21.2779
-29.2574,39.8407,-27.6578
-8.95452,4.9983,-36.1975
-7.88015,-4.40505,-6.04373
1.00655,3.2979,2.75482
-47.4588,59.6238,-62.1096
-20.0941,-50.7431,-63.5373
31.5714,-10.9667,-25.2442
17.1292,32.996,-2.67765
-25.9414,19.5622,38.7138
-25.7386,-29.6413,11.0273
31.1256,-24.9895,-14.3384
-41.2488,63.2008,-62.5581
50.0631,-27.8057,-77.9549
39.5236,42.0055,-50.9167
-32.3717,-2.5269,-32.1732
36.6263,49.3925,-7.23021
37.0741,-66.6606,19.7881
56.1431,26.5374,0.486644
14.8774,4.19361,-7.00538
28.2484,-17.0115,-37.5564
-27.0369,13.4023,-24.4361
-7.86089,-10.5251,-4.22543
-4.14134,-7.31254,-4.05155
40.6491,38.4487,-1.09047
56.1522,-59.0043,56.0342
38.9981,-30.4868,38.9013
30.8695,20.4245,-40.0721
-53.9528,-76.9674,31.1791
12.2998,-36.7543,-45.8895
24.961,33.0276,-35.4773
-66.2639,-33.4071,-5.56334
73.7483,27.7478,53.1847
-14.7032,40.1468,76.2874
-1.94722,1.283,-1.30689
-3.00181,58.0243,-1.659
-55.6014,-48.0015,56.7925
-2.78254,6.01817,-4.10657
-27.1443,37.0222,-54.5373
65.5871,9.29956,-15.0841
43.4409,-51.8426,22.6269
-11.9199,14.1588,-10.2517
-19.7483,-23.813,-58.1419
12.3243,-38.1614,38.1719
8.67073,-16.0674,-1.31385
78.4472,-3.84202,-51.7787
29.9142,25.1821,-49.909
-1.49826,2.01911,1.94669
-42.5415,-62.3142,-61.5365
38.6088,-5.92111,-38.2135
28.9664,-13.7496,22.7574
-20.1391,29.4942,-3.0745
-57.169,55.9781,-21.2835
84.2117,29.2494,27.7657
-21.6064,35.5576,-9.99321
-4.08575,64.0798,10.0609
-12.2666,9.97753,-14.7447
47.7947,45.8885,35.5376
-68.7594,16.3683,-19.0213
42.898,34.5921,14.4839
-27.0616,34.19,-33.9366
9.52145,37.1403,38.998
-19.4087,-14.112,-6.37767
-1.49322,0.0428213,-1.79732
-24.5746,-23.096,33.0936
66.0652,41.3691,-26.3315
-2.14944,9.84551,-3.32118
55.3241,-28.0105,-13.9104
-18.4145,-84.51,-20.0043
-33.0158,41.6712,-25.1319
24.6937,-9.03983,61.9239
-15.7741,40.2494,5.92333
