Landmarkcoord1_,Landmarkcoord2_,Landmarkcoord3_
-57.9045,58.4017,8.36426
-36.7937,23.3266,15.3299
-5.77858,5.50119,5.55812
-9.8683,42.49,-2.81266
-88.9872,35.818,0.490098
-55.4634,-42.3942,47.1664
-5.88909,-13.0042,-10.0422
25.266,25.1186,-8.76709
65.8714,-64.2524,23.1869
57.4518,-64.767,46.7209
4.50461,3.32376,-4.05079
6.13327,-25.1053,-18.7493
16.251,-1.38189,43.4215
-8.52417,-40.7486,55.1891
-8.59921,-0.310957,8.12626
-9.69302,-5.25836,-13.1541
-9.19742,-16.6123,25.4122
-43.1177,72.7452,2.1534
6.7897,-13.7069,-1.61759
83.8887,-12.4951,40.7405
3.28694,-67.4218,-54.0961
54.2337,-3.23573,2.23308
9.87865,52.7101,12.9234
0.398991,-16.9819,16.6384
-39.7011,83.5641,12.1411
3.99898,-1.84033,4.99714
46.2013,-51.7737,-43.3324
-28.9383,-8.33113,-40.1262
-12.2429,8.52774,6.36169
37.581,9.64563,59.6203
1.58541,-27.7354,-13.509
-4.67601,-7.87252,-4.18423
1.42326,-4.45433,6.35933
-1.42885,-5.34434,17.0876
-2.03742,0.924563,-0.295052
4.61548,13.3416,4.31799
2.51322,3.72129,-1.18549
61.2493,-67.0475,-33.9936
7.35001,16.6082,19.1022
-56.949,44.5664,32.9156
12.89,-67.9924,-65.7371
-12.6392,-18.8324,15.2557
23.3209,-4.28412,38.3786
8.67251,7.45616,-11.6574
25.2704,-30.8971,-2.39511
3.45033,0.379878,2.9685
21.4126,-10.7554,4.87525
-46.8066,44.4209,9.23311
8.71998,8.78815,-11.6303
-29.4029,-35.1949,7.71763
9.37656,-16.1418,-19.5731
9.3423,4.65992,3.344
1.22643,-42.0282,2.62505
31.1748,-53.99,40.1111
41.4831,-39.5673,-29.3778
23.0998,-3.42664,23.012
-74.1233,22.4871,3.29689
-11.1783,10.6419,-21.3474
55.8952,11.7783,-69.1705
-60.9985,-54.618,-2.25746
-13.5776,45.4045,18.1876
57.8995,-46.9317,-34.7479
15.485,18.2805,50.3395
-25.62,-52.4207,47.9072
-15.339,11.8133,15.2688
3.19976,0.145363,-3.45092
-27.0186,-50.4011,45.6668
-9.31059,16.7971,-5.34927
-47.5605,-22.3704,4.67353
-16.5024,-13.0434,20.4462
-36.1903,-5.92922,82.978
75.9431,-48.6413,0.947688
-6.27774,3.95525,6.19573
43.8294,-30.9448,-41.8781
33.358,-22.3848,26.0398
0.199145,-13.6769,5.96841
-22.6969,0.560077,-29.9963
-46.8178,-38.7701,52.8635
-5.97567,77.0597,-33.0491
-6.67143,-1.80033,-5.1168
-12.7009,11.5116,0.325311
-84.3215,0.977691,-46.6331
8.74235,23.4817,-51.0104
-12.5584,48.2813,-46.7319
1.65356,-60.0255,49.9851
-36.9656,-19.4532,26.4716
48.4187,5.29455,41.4943
-28.9028,-47.2337,-28.3986
78.5421,40.7177,-29.3834
-4.05659,55.6304,-34.3582
-6.11772,19.6658,-21.8185
0.520412,-0.659437,0.393477
-31.5993,-8.92938,-5.58393
18.5107,-1.41419,-3.90051
12.3855,20.7008,0.059223
-86.3154,-20.1069,44.9285
18.4835,18.728,20.2139
-14.0255,11.0691,8.40741
69.7313,50.309,-6.17457
-53.2979,32.897,-6.19963
-10.515,-7.58168,5.03787
-15.8986,47.6336,-25.0763
47.4663,39.9352,74.128
6.74269,4.14554,3.87031
11.6795,-12.895,0.727593
7.57379,-38.6921,-20.4684
4.21817,74.3783,3.14466
20.5491,20.5996,-31.5186
35.4683,30.3913,-16.4927
-9.26277,2.6343,-24.937
7.75335,-36.1543,15.3017
-18.7258,-16.2607,15.4983
21.5846,21.4704,-38.4211
69.0758,68.1651,-3.06748
-12.8514,-41.8036,-59.6999
-2.17057,24.9259,-29.2046
-16.163,-0.780144,-25.05
8.49773,-7.40031,5.09664
-2.02558,2.78289,-2.87467
-53.2996,-72.3318,10.0881
-3.54525,3.95155,2.77863
19.9815,-47.6992,16.2775
-28.2779,50.5106,53.8391
-42.2996,12.0725,-48.7272
-25.7584,-5.03886,7.00575
30.7949,-16.3084,-12.6372
-14.3185,-6.38135,-7.96854
-10.1966,-25.5932,-10.8869
-53.7072,39.9707,49.1947
84.42,-13.4969,2.33352
-31.4521,9.98681,-43.9687
40.4618,54.9221,26.7794
-34.1286,24.0155,-9.45175
-36.07,18.8571,37.9524
7.37902,-9.59751,-11.1143
9.56846,-6.1625,0.45742
19.0439,-7.52691,-4.61547
17.7656,34.5839,-61.4543
17.1904,-17.89,41.2493
26.7931,-8.79055,-10.0591
-16.0527,-7.60542,-32.6478
15.438,82.94,11.4096
36.1139,20.1112,-14.6695
14.3902,58.3617,0.868643
-44.3448,35.0926,13.1707
-17.5094,68.756,65.1186
-21.0232,-24.5855,-24.0511
5.27733,3.50652,-10.9322
-27.5704,-28.4012,24.4535
48.6877,-2.935,42.2881
25.2462,-54.4788,41.2489
-70.6935,-18.0362,-56.3333
50.688,-53.7606,56.6178
2.79337,-9.24978,-1.95592
-2.03082,-0.404853,-0.798789
-14.817,-0.254146,3.54749
8.73194,-6.91443,11.5721
-37.5434,-62.0718,-22.3382
8.67813,16.2998,16.5942
91.9053,22.7018,25.4501
-44.2,57.8515,39.2688
-27.3293,53.3232,-31.4776
-5.78362,23.8348,-23.4794
-20.3994,28.1578,43.7009
10.4112,-17.0971,-2.47143
-42.2137,57.0218,65.6582
74.1154,2.98151,-1.80629
45.6249,-73.9444,37.2986
-50.9083,-28.1921,25.1624
17.1063,28.0491,-17.7061
3.01934,4.00413,0.494229
-7.96917,1.56764,12.537
-3.96364,-41.5191,-12.9126
-4.24838,-5.19615,-12.6425
-79.5338,34.8063,-9.12076
31.4024,31.7693,-8.67815
87.8041,5.10823,13.5815
-10.6741,-15.6653,-18.4005
-24.9196,24.8037,-33.9598
20.6472,-8.8823,-23.9362
-15.365,-28.472,-8.46334
-32.7903,-29.6386,-6.50457
90.4437,6.56214,1.68044
-0.447075,-15.9305,-44.5619
-21.6372,-21.8816,-2.24314
44.1619,39.6712,-54.7989
52.6805,41.7685,34.1178
37.3717,-54.6062,-45.395
3.85874,-1.82895,3.04289
-9.77118,-29.3812,-57.388
71.4305,-30.7626,-37.3854
10.053,-10.4329,6.06552
61.2731,8.05977,32.5209
2.54172,-3.09425,-10.6401
-50.1911,46.3764,34.8415
21.0081,63.9561,11.337
-40.6596,49.9318,22.4971
-6.44373,-4.4697,-0.936457
-24.8789,-40.6338,-66.4978
-3.79422,57.2525,-48.4125
40.1105,-25.7433,-65.3691
19.2358,-13.0974,7.97382
35.2335,-32.9365,-12.0158
-1.6207,-3.74681,-1.27297
26.8675,-21.3975,5.00091
-0.0190981,-0.213768,0.117617
-43.0272,-46.8158,18.5031
-13.7984,-13.4432,-22.3739
51.9274,72.0195,-34.2999
18.8183,51.5865,-62.6311
41.7985,69.2413,35.0833
41.5454,-37.2766,-80.061
-44.2752,23.4712,49.0089
-25.0864,29.8237,-63.3653
-72.1319,-54.6035,-19.1611
-22.5047,23.9198,32.3656
-51.4467,7.28416,70.2546
-36.7406,-45.984,-55.8834
-7.85576,2.43153,13.6348
-25.5079,-16.1748,12.1938
14.4462,5.02734,-7.37403
45.3396,-49.298,29.8075
-19.6908,6.19409,10.8858
17.782,35.4472,-30.5929
-37.1167,-47.2996,-37.0056
-55.681,-45.5566,36.5861
2.8551,61.94,40.921
31.5062,63.3523,58.5954
-27.6835,-55.6505,-75.8107
-12.7553,10.9466,12.9335
24.7545,15.7715,-62.4739
6.32969,16.4861,-18.7517
-18.1008,15.9715,0.0656255
-33.7836,-25.3582,-6.74492
-5.40081,8.19154,-7.01571
-41.5757,-2.65418,38.6978
-1.70692,3.19867,-2.24446
11.5568,-23.223,-12.5326
-55.275,-46.6997,46.5623
32.134,20.2504,-0.149934
-35.6669,15.1623,37.2056
18.4677,-8.23123,-19.9434
-32.2289,78.4978,-50.2213
-27.4611,17.1656,28.8515
7.66755,26.9422,62.9868
-49.8199,-4.81955,12.4009
2.52858,79.4045,19.7805
17.1555,-3.20772,-20.8287
-42.4667,-4.39048,-16.5118
28.4155,-32.4903,50.5182
-39.3913,-12.2196,35.0209
-36.8028,-17.7995,10.0221
-52.255,49.9986,-20.6242
-19.0117,10.2486,-17.7867
-9.07417,-36.6585,20.2451
31.2209,-11.7301,4.86296
25.3643,-21.6681,-23.0437
-39.3589,-11.1026,39.2098
-11.6017,-3.80079,4.17796
-25.7223,58.4343,-14.1495
-30.7596,-42.8817,12.2559
1.02846,-10.4242,-10.9163
33.1386,-38.6162,-4.72267
51.9975,52.8976,-7.43476
-18.9679,-2.14932,-92.3938
-22.3481,27.6067,-52.1866
-26.4747,56.4275,-6.53519
4.29452,17.4976,-16.2429
20.4203,28.6669,-24.173
-69.4771,15.6088,58.9376
-14.7432,-22.6458,-14.6302
49.2292,23.4953,55.5273
43.6494,5.22585,32.4089
-45.9975,29.3845,-16.0927
-32.4558,-11.3988,-6.69471
-23.7448,20.9648,30.9875
-49.7812,14.9829,54.0454
-42.6118,-42.5508,41.351
-17.8135,-13.0694,-8.85226
9.97039,4.05512,49.4586
-6.25435,1.56131,6.8898
-38.2482,-29.4887,-30.7678
-15.3752,77.825,-54.7542
1.39948,-32.3908,1.23751
-57.4559,0.871994,-45.5899
23.9499,-7.07926,-76.6872
-0.0561503,-4.79953,9.42153
39.2948,-31.2788,-17.2198
1.29518,-65.8354,-35.4513
77.6167,57.7819,-17.9273
42.0893,49.8702,-9.9604
-31.924,-9.92735,24.515
-33.9538,30.15,-62.736
-24.5968,-11.206,-4.41152
25.7881,-26.3497,-29.5156
-44.1161,-51.8765,43.3495
14.433,-21.4199,-3.22038
-74.9694,18.4438,-15.7887
-23.5718,-14.5519,24.2448
-23.1089,-29.167,-42.0723
-14.9048,8.66067,-45.0415
-37.1231,34.4894,34.0077
-53.7985,27.8543,48.2532
1.46083,-6.57834,43.8915
-97.4409,20.102,5.33113
16.9755,6.05273,0.397833
-6.55201,1.95903,-2.11694
-20.9537,-20.8524,21.054
24.002,-22.5245,16.498
40.7351,-28.4035,54.1048
28.0179,-35.7413,3.92244
10.3771,-39.423,-80.0123
-15.5095,-53.743,39.7842
-15.3836,-11.1084,-39.441
-23.3432,95.834,6.54648
46.2814,-71.7944,37.798
-41.3155,59.9183,-15.4216
-42.7926,0.963288,2.17306
-21.1337,25.7543,8.84091
-4.75132,51.7124,-16.3275
27.1173,-40.9598,47.1935
-94.1941,9.97659,-12.0358
46.9465,-6.94902,-37.3462
24.5211,-10.652,37.9
61.5898,-21.613,-68.3806
15.1437,1.18296,-4.31825
35.4442,75.9966,-36.3147
27.2351,-45.2193,-48.7375
23.6748,-65.1866,14.366
-8.54502,-1.8236,17.2063
-5.40481,6.92349,-0.580606
-43.8457,25.0858,-19.4007
-0.431315,5.4926,5.47322
31.1016,-34.1361,-18.7981
2.38977,8.60592,-8.05506
1.66771,59.0533,58.2656
-42.7665,61.4766,-39.8046
0.429274,-0.7822,-1.35683
-21.6482,4.04875,1.47565
12.31,-35.1581,-4.22491
89.0507,-8.22448,29.6906
50.7517,48.252,32.1395
-18.6432,26.2794,-22.4059
-2.03313,-8.33464,-9.89276
16.4637,41.1789,42.3397
33.742,15.1376,29.6706
47.4573,14.8607,21.4405
-33.8405,36.4601,40.1061
32.4459,6.21152,-36.6974
30.8938,-6.30436,34.2069
1.30465,0.83859,-1.41296
-26.8186,12.1066,15.8575
-48.1285,15.1987,73.0747
-41.3521,1.83778,-0.995419
-45.7128,68.7538,52.006
-15.0359,-3.07501,-23.5248
43.3603,36.7578,-55.3527
-4.1298,-2.57636,7.7016
-0.296157,-15.2015,14.0551
21.2686,84.1433,39.1717
16.5306,-16.5601,-16.757
-0.399543,-22.068,-21.8165
-25.1385,-2.91385,24.1597
37.471,-58.1489,34.7906
14.2007,11.2925,-22.636
75.6133,-14.5314,-34.9017
5.18063,-63.8594,69.5025
-7.19863,-7.60147,66.8387
10.2724,-24.0828,14.6926
-22.3598,64.4735,54.7245
-20.2478,-36.8582,15.2038
11.2932,-91.0161,-16.5159
-29.0945,-7.7997,13.9727
7.89262,20.6434,-16.5552
2.37105,-51.8399,36.2828
75.6286,-35.7878,-12.4462
-48.9086,18.1858,-32.4942
-49.9883,2.50223,0.381351
45.928,-35.8042,-36.9652
36.2024,-23.7138,35.5374
20.5955,-15.7705,16.6137
3.52688,-94.2344,-17.4958
-20.0016,13.956,-13.7679
27.6046,-46.2112,-47.6239
7.62201,15.9148,-12.1438
35.7507,2.49687,18.3214
-62.299,-31.9728,40.0631
-25.3711,37.5834,-40.9434
72.5371,57.7179,-35.0129
-8.43892,6.13951,0.344027
24.4177,43.4833,25.1661
58.3679,57.8226,35.7997
18.5245,-11.6629,-56.0186
7.37038,-31.9712,43.2804
48.7176,74.3793,-13.5857
44.7939,-38.1702,51.6967
-8.88244,-1.89533,-3.74781
-36.9536,-33.8031,-3.68815
41.3658,-15.876,-2.3564
19.4218,67.6651,64.869
-7.09095,14.0835,5.7336
-23.0306,35.1465,33.4783
-13.6888,-49.5865,35.0597
21.9569,-53.8415,37.5127
-9.70775,-69.2664,-20.4782
1.09161,4.38773,7.58442
4.76325,25.4449,16.8008
-63.7852,60.519,40.2328
4.66531,16.1846,-13.9207
23.7347,3.25555,17.4738
4.05848,-4.72605,13.7372
-34.7392,25.4908,-31.4605
4.49285,-16.9709,2.75658
-17.1745,13.7855,-16.0882
25.213,-24.2536,37.9716
-28.8584,-47.3718,67.475
-1.35806,26.368,2.94025
-9.34778,3.38602,-0.815332
-37.3951,-27.4294,63.0935
36.3426,-38.1481,8.61755
-28.0532,-5.53101,16.0664
-5.63931,-3.06746,6.16412
54.7049,-23.8639,-52.4141
-16.0126,20.3483,21.0879
-18.5583,-26.5226,-46.037
9.13025,38.301,-9.30966
-45.5275,-72.8305,-23.7849
57.2445,-46.2298,-37.104
-14.486,36.2816,37.9659
-68.9088,-2.37251,-27.1534
8.655,-4.88892,-5.45222
30.4487,-25.629,46.2876
22.548,-8.61865,-24.0689
1.15583,-20.3577,0.917767
-1.13543,-17.728,17.9229
16.2681,38.7141,-44.8744
-4.10251,11.5453,10.7422
11.7786,-24.9947,7.05105
-2.63266,11.6137,61.7577
-49.403,67.4778,40.9562
-4.65268,11.6,16.3064
-44.2339,-63.2877,-60.0327
-15.2036,-9.16932,-41.3302
9.27528,10.8133,-13.3917
-3.3704,-51.3954,-36.4888
-15.6405,61.8053,-73.2688
-25.9755,-24.8767,10.9329
60.9192,34.3116,-43.342
9.29218,-3.98349,-0.592497
25.117,5.33684,49.0422
41.0857,-34.3376,-21.7043
1.59526,-6.18311,3.62383
-18.3439,-15.7638,-37.3158
-22.8931,-83.8928,-11.3613
-49.4188,24.9963,-67.6748
41.9992,4.48293,-71.3934
-27.5071,77.604,-32.8414
19.9143,-24.1631,-36.743
-25.541,-10.5439,-6.67036
-45.7433,-11.3003,5.02324
10.2982,10.7262,-34.4934
-38.6157,-4.22571,-9.97637
10.07,-43.6856,54.2282
14.9085,33.678,10.8388
-16.9807,-8.46272,18.8664
41.3065,-34.7908,31.0499
-67.7628,39.5276,-22.7461
-38.0496,-33.3336,32.8901
-34.6858,13.0331,-12.5887
-37.718,-18.7003,-25.3857
-7.03837,53.7085,-18.698
76.7377,-5.21612,3.74309
19.8622,5.18216,51.6096
2.50487,2.79947,7.50593
3.641,14.8149,12.2013
-18.6585,-6.72588,6.95367
14.134,53.2139,-3.04729
-67.1115,-14.2238,-54.4944
16.1547,28.693,-26.4882
-24.0896,-42.724,-8.60645
-3.10174,52.0195,-43.4705
5.22913,-6.31682,-17.1496
35.5763,-15.9485,-36.9915
-32.2373,-58.2236,-37.8987
38.2,29.0062,14.9155
17.4138,-16.9755,2.83653
-17.8916,1.5909,15.2067
-19.9094,-19.8466,-4.49229
2.02361,-1.82216,-1.94759
44.4618,12.4431,-54.6828
-16.0398,-10.7959,15.9088
-39.9685,12.3484,-21.718
22.1971,24.494,21.9693
-50.1358,68.8909,-9.27799
-0.0200582,-28.8366,-38.6984
-30.71,33.3057,10.5164
53.73,-26.7482,30.1569
-9.47934,0.293193,2.11777
26.664,-7.57271,34.3178
0.818571,4.26293,0.039482
0.199333,-31.3424,36.6536
41.7665,-31.6535,-3.45567
63.6409,-44.6395,56.6472
9.00729,37.8603,-29.9377
2.31132,-8.89015,5.36959
38.1674,2.58175,68.447
1.68283,12.0838,37.8996
-42.8505,-43.4579,47.0463
-18.3707,5.33177,3.06852
-68.7194,36.4859,48.1121
21.4598,-51.798,50.4189
51.6181,-60.6638,-33.8309
62.0958,65.6042,32.4858
-54.6191,63.6928,37.8521
46.0452,-53.2435,42.4733
-79.2175,35.7724,22.5134
-1.41999,44.3404,-12.8315
-15.5077,15.2408,9.74426
4.58292,5.60304,-0.811052
-3.98031,-11.2066,9.38594
-0.4376,-0.91057,-7.03291
-79.1666,-43.8421,-1.92763
17.9244,-18.4069,-34.5839
-39.6495,-29.1977,-32.9601
-1.36602,27.208,-32.373
72.5916,21.9696,-35.4431
21.6899,44.0819,-48.6625
14.4281,-25.1694,20.9925
25.4479,34.7209,21.6156
-57.0971,57.3596,-13.9626
-10.3316,6.48283,5.80911
-0.531955,-43.1386,-19.5587
28.6415,-12.2922,-39.7482
-39.7114,-4.49718,-79.6556
44.018,60.3708,-50.4858
-9.02821,33.1365,-32.3804
-20.4689,-33.0921,-47.512
-28.516,-37.2608,-51.3153
-45.7994,62.3163,-31.5541
-2.48031,-11.4446,-5.47355
-3.00522,-1.1406,1.00745
27.9531,6.23437,-40.7271
21.9018,65.49,43.3347
45.7041,41.06,-41.9208
-32.4399,-38.6558,3.83917
16.0696,22.6675,-18.6856
-2.34036,3.04442,2.60838
-20.9775,74.3528,-40.5853
55.8674,-19.6214,72.4732
-52.3549,-72.6414,27.946
15.6052,-9.99826,-4.11279
-51.1174,60.4519,21.2962
18.5005,46.8072,-71.2621
12.3648,-10.4201,77.1464
25.1648,0.610647,66.5802
-29.1408,-6.59172,32.342
10.0295,-10.3708,-6.61735
9.14117,-10.6959,3.1186
15.1156,3.51254,13.61
-35.4631,30.7619,15.5661
21.2015,23.9782,-33.4906
28.1676,-44.1122,19.5743
-34.0737,63.2647,37.4303
-7.73946,-16.329,-5.64673
53.7848,39.1088,55.0893
-6.09138,0.476398,-9.50312
-19.1216,-6.50655,15.7942
-14.1443,2.4522,-9.75198
37.7,75.2222,41.3562
-22.1469,-32.9358,-37.7434
-6.72888,96.3547,24.428
4.68363,26.7663,30.6973
-4.99704,0.301959,-2.36356
-37.6308,-68.4573,-56.3468
22.3845,-52.626,70.7405
-11.026,27.4739,21.7321
-45.2221,26.3213,36.6114
14.0982,3.14411,-18.6907
4.74113,0.90406,20.7266
54.529,-64.1139,34.3473
61.9865,12.919,17.3153
-30.7089,-34.5112,46.8991
22.2825,76.0074,36.816
18.8991,10.2986,32.3634
-13.1619,-9.60391,-16.2568
-10.4835,32.2972,27.4123
13.4211,-7.86978,-10.954
-46.5829,-49.2133,2.15064
-9.42504,-2.61791,-5.36254
5.20122,15.8953,1.77457
-3.34763,9.67705,6.37446
40.066,-37.0933,35.8659
49.6478,-16.5144,46.4848
46.9497,73.042,30.7808
89.4302,-5.6608,11.2164
-73.3479,30.9493,-49.0376
0.63576,-0.0181226,-0.314173
22.635,40.3497,-13.2631
-11.4978,1.12332,28.7803
76.7955,-43.1253,-24.7164
2.90781,0.359645,2.83368
34.4771,32.6563,-14.8084
15.1932,45.0374,3.58927
-31.2822,10.9993,-2.18566
-24.2896,13.8873,33.5678
35.3283,-63.012,40.0737
-1.4253,-5.9967,2.41447
-49.9413,52.8961,-14.2311
-1.04969,-8.95167,10.537
-24.5999,12.2412,29.0737
23.2974,22.7181,68.8544
46.5572,55.8354,-41.9378
-0.955092,-1.76651,1.19656
-38.5071,-12.2393,17.9763
-0.783733,6.32728,7.02736
-44.7797,-29.948,-39.2299
-26.6146,57.8724,50.873
53.0855,44.9553,-46.1573
-13.8437,-13.6542,22.7789
-3.35811,47.9589,-29.0714
-24.809,29.8282,-29.0208
42.1018,-14.141,-60.3311
22.1566,34.7525,46.5662
-15.8355,19.5082,37.7692
3.51241,39.1881,-16.3196
0.111536,-32.9553,-69.9663
-80.3355,-22.2145,33.0924
6.78507,2.19011,-12.9023
27.7766,-20.651,23.9916
-0.166894,0.35105,1.59264
-50.4013,-22.0132,32.2438
3.11299,2.85907,-1.26422
1.51021,-4.75456,1.03437
1.38446,-40.5318,-2.03701
-62.0121,-63.4044,9.11623
19.4454,-79.782,-4.61043
-1.74583,2.56389,-2.3609
-14.2611,35.1146,33.2201
11.0675,29.7665,2.57403
-61.5044,-60.8924,45.6413
-6.82615,13.7693,-4.25597
36.5361,-37.8211,-45.2411
6.89736,0.0772613,-16.333
10.7207,-40.794,-47.2887
6.6931,1.04734,16.1352
0.00886313,0.833818,0.853037
-61.6549,-57.6343,5.29336
-2.23167,-2.48542,47.1596
-0.642549,94.7422,1.72883
-4.74259,-16.7305,15.8453
-27.3492,-10.8472,38.0849
9.88621,34.3196,-10.2803
-33.5591,58.6418,-4.5712
-26.9433,-1.61755,0.938652
-10.1536,12.2175,-7.23181
21.0469,48.2574,-60.1388
-49.3635,39.6076,-47.66
44.0027,28.4038,-47.578
59.9258,57.1428,26.6331
-36.692,16.2312,10.8897
1.93257,-13.7643,-30.4724
0.418197,-0.216703,0.510031
-1.51417,-0.860166,-1.47525
13.1896,11.4953,2.42743
-4.43115,25.5273,-73.0297
2.16116,-1.68178,-4.41062
16.247,17.2516,13.0629
42.8546,1.6116,-37.6418
2.40775,-3.80483,-0.617757
-41.7514,7.61961,21.5587
28.7876,-6.69544,-3.92346
-1.25507,0.398123,-1.17791
-2.3064,-25.9029,27.1531
10.4782,-5.30602,2.33132
-53.8138,6.43786,55.0137
34.8698,-20.8528,-47.8312
26.2181,-36.2555,-62.2793
42.7142,70.7338,55.7939
-16.1625,-8.19735,-10.0343
9.00242,46.0269,37.1744
-58.6187,-49.335,44.1386
-27.0311,9.47545,-12.7123
-0.128989,-0.745103,-0.837287
-25.4297,24.4744,24.6094
-17.4442,14.675,-1.03915
-3.18594,6.80988,-11.2389
12.617,5.31339,-30.2206
-39.7039,-36.659,30.8985
1.94214,-35.7102,-23.4966
-50.147,-73.0878,12.907
11.445,-40.6097,41.4864
-29.4583,-22.0458,-44.5807
-12.9726,-17.8214,-58.0947
0.160251,-7.62668,-7.40487
1.76351,38.7124,-28.9391
6.58147,-31.7343,12.7277
49.2346,-48.1362,47.885
-39.6603,34.6621,14.4642
-15.7152,-12.0056,14.4846
-2.44124,-21.0143,2.46038
-42.5539,-18.7099,61.2097
-23.4701,-21.4857,23.8679
9.16191,-1.18337,18.9391
-8.9051,-49.2452,-50.6337
-7.98025,-45.4902,-5.45138
-38.6073,2.44928,40.8988
-48.6081,-39.4127,24.2479
-14.5864,4.44697,27.3962
-56.5931,-36.361,-15.5228
57.5274,-67.1743,7.72928
-7.0332,15.6316,3.51429
-37.1308,-55.9432,20.6868
2.98764,1.89156,0.412305
-38.7563,40.067,-15.7666
7.71001,-1.40829,-2.90691
17.865,-5.00458,30.8753
15.2907,-40.1667,37.8241
4.85727,2.49134,5.21204
0.788247,3.45491,3.68245
-21.6124,39.5603,1.9518
32.6995,6.1493,-22.8973
18.6648,31.8349,14.4498
-36.8412,-45.2029,55.8037
-24.2948,-36.9045,52.4876
18.6623,-43.4076,-11.671
-26.2178,-57.1304,30.419
20.2694,-35.8757,55.0206
28.8362,35.5591,11.442
47.1666,17.1395,49.8213
-12.8369,-55.1688,-7.2171
7.93518,41.388,-35.8604
26.7724,-12.9912,-65.7689
21.7915,70.3496,-17.587
-46.0033,-28.1838,6.03019
-3.24774,0.666097,2.00148
-4.76442,-7.974,-8.83376
-30.7282,28.7937,16.3431
33.9045,24.2362,38.8072
-8.2584,-12.4779,55.167
-20.4673,-50.2164,-49.3068
41.5773,15.129,-59.4446
0.272207,-9.87485,-46.6962
24.6559,-18.7966,-18.679
-7.49951,6.58688,3.40853
18.368,-3.88228,-18.8522
-64.8969,-35.3689,17.4485
2.84703,-7.6451,7.58306
-30.1488,45.2601,28.6616
-4.50112,0.196401,9.74832
-15.8092,3.41655,-14.0368
0.864737,-0.737079,0.291451
-10.7801,-26.3721,44.9102
3.32219,-1.76111,-31.1701
3.37423,-3.10011,3.54112
38.5952,-12.8045,-44.4375
2.4234,-3.5783,-3.09109
25.2289,56.9743,-46.0231
-8.99821,-25.4381,16.3541
25.4139,4.04775,15.5438
-55.0388,11.9228,-23.1114
-60.1914,13.7766,-24.0438
-26.6797,21.5333,46.2454
46.6426,49.1443,4.47179
22.4425,1.85655,16.5054
39.2322,-7.18851,41.3439
-3.64981,-10.5427,-16.034
4.29733,72.8989,-56.9182
-32.387,1.79438,-68.4555
-28.7555,17.9064,10.5163
4.3897,6.81415,1.51025
23.3195,35.1254,-10.4178
49.951,25.2765,-34.7254
-40.5408,19.7675,69.5272
2.09653,-23.4249,-2.82014
-3.69498,-18.2254,23.2019
45.2468,-52.5966,-38.5088
-80.6857,6.85516,-25.876
-77.7796,-41.5814,-17.5477
70.747,12.2204,50.6167
48.0618,-68.6033,-27.7153
-46.2729,8.43299,45.1292
39.8768,70.3651,13.0157
3.58139,22.8872,-2.94559
-20.1464,-47.1692,-6.53146
-12.4029,10.354,-12.8112
26.2452,55.4622,64.7398
10.5361,-55.8035,-78.3746
-10.8509,-93.5897,20.4013
-10.2348,-33.5539,-6.39521
-0.0375106,-7.729,-4.98156
28.5653,-62.8148,-28.3121
-4.74842,-6.19904,-23.8762
-11.9616,15.2522,-0.783348
9.39892,-2.90841,-37.389
-18.1973,-21.6308,12.5243
57.3013,36.8146,-52.605
-39.6277,-15.6019,-37.0599
-17.8052,4.69146,-23.8265
22.671,22.9162,-52.5421
-3.18702,-35.8486,33.6169
-14.8221,-6.37355,-16.4697
4.42611,16.2846,13.4542
28.193,46.9468,13.0241
-8.80431,53.3295,13.3156
-20.4286,23.658,-41.8927
56.6293,-7.6537,-46.8142
0.791163,7.38316,2.47007
-53.6303,-77.3716,-8.98001
-44.0844,-31.3502,55.0281
-55.6109,-46.9693,-14.5459
31.8472,28.2129,-9.64151
-0.379454,-40.5734,61.8346
45.3763,19.3416,-47.4818
56.4636,-66.1929,41.3534
63.8747,-33.2967,51.3252
-3.47041,-7.99388,-13.3534
-6.08537,-78.2677,25.1601
37.7201,-34.1364,-59.5744
7.71838,26.4284,22.1994
2.35082,-6.77008,-3.6268
45.4776,-49.5586,-7.22291
38.7489,14.733,-23.8059
37.6786,42.3666,3.4442
-11.4275,-8.56582,-3.4263
39.6574,-13.3983,-36.0921
-19.841,-59.4862,-31.7382
26.9874,-36.5625,-84.198
-47.0433,-55.3187,58.8837
-39.8646,-66.6897,-50.2258
18.8422,10.4556,2.92589
-9.02156,-2.69549,18.8684
-27.6451,31.9587,30.742
16.8853,-25.1485,46.2175
-3.51512,9.90409,-10.2209
-80.0679,15.6375,33.0313
-27.6075,5.85705,-6.9472
-16.5766,29.8355,-82.0838
1.57334,-7.11082,5.70818
-13.2593,-70.2733,-35.5431
13.5825,-66.8341,-60.8208
-3.09569,37.8407,14.268
50.0945,40.3636,-0.860737
7.78236,1.64865,-13.3309
9.11807,42.4097,-77.6464
0.432258,26.6198,-16.7857
72.755,33.5659,40.5231
18.7726,-64.0096,58.9633
0.302054,3.57065,1.47986
-61.48,-35.3889,-1.71204
-33.2233,34.8304,-19.0484
8.73063,-1.06499,-9.77545
19.2044,-8.11993,64.3509
-48.3197,-51.6362,57.8658
8.15172,13.4788,-21.1088
46.7691,34.5959,-30.7412
-18.0498,-28.0338,16.1525
-15.0199,29.959,34.006
64.4983,66.9215,-29.9985
